,Graphlet ID0,,,,Graphlet ID1,,,,Graphlet ID2,,,,Graphlet ID3,,,,Graphlet ID4,,,,Graphlet ID5,,
,Lift,Waddle,PSRW,,Lift,Waddle,PSRW,,Lift,Waddle,PSRW,,Lift,Waddle,PSRW,,Lift,Waddle,PSRW,,Lift,Waddle,PSRW
ia-email-univ,1133,5451,10**6,,,,,,,,,,,,,,,,,,,,
bn-mouse_brain_1,213,16242,10**6,,,,,,,,,,,,,,,,,,,,
expectation est.,3074274.16616,3091549.59836,,,7379540.38409,7754408.3148,,,20510756.22,20075287.7384,,,3120833.27871,3147141.76851,,,24988816.3913,24548161.886,,,15078789.6688,14856626.239,
variance est.,113.962040194,49.3429236553,32.0821302535,,69.613048119,51.6720839867,40.6388426058,,7.88212950266,10.0195191984,4.9623604956,,43.1787562891,29.7591714718,24.4510734021,,2.64288366289,2.78474447922,2.45390342418,,2.33192766149,2.41611078488,3.39796258163
type count,,,,,,,,,,,,,,,,,,,,,,,
mixing- 1 step,0.0684934181422,0.00639413762939,2.46552879574,,0.0752500290434,0.0157482701049,2.24687952871,,0.0021279035386,0.0204308009315,0.410176492025,,0.0780900106826,0.00208642148372,2.66126396192,,0.00229871635555,0.00315481988852,0.034475946715,,0.000347032927692,0.00720273209063,0.70794110299
mixing- 2 step,0.0436541989727,0.0521372214248,0.284519041316,,0.148862818168,0.0569775762728,0.388923170406,,0.000368005717138,0.0110633059745,0.0485816249653,,0.0560017306652,0.0410313083427,0.367890850408,,0.000907732300831,0.00217142900733,0.00164495280223,,0.000309383156494,0.00203485860763,0.0885237211768
mixing- 3 step,0.118175532827,0.0310376193871,0.139391952542,,0.0154422985486,0.0618239736085,0.227073583402,,0.00167490777386,0.00730615802345,0.0251129776486,,0.0512697486691,0.0507689295703,0.224404571763,,0.000255387935558,0.00232827050573,0.000608138453211,,0.000240319697868,0.00106080426153,0.0582025041639
mixing- 4 step,0.0312360611684,0.0393568143384,0.0632255736057,,0.102857197225,0.0593906899968,0.1593604228,,0.00238730670666,0.000595560803809,0.00688949115148,,0.0113068203049,0.029676846441,0.119181184692,,0.00208910344568,0.00165348726126,0.000536878359668,,0.00102246533855,0.0010306247305,0.0330540073417
mixing- 5 step,0.0681232746868,0.0271791874365,0.0724878410579,,0.208674831957,0.042425758692,0.136238138524,,0.00991984389511,0.0134575174972,0.00602661194736,,0.0226617237819,0.0329240085467,0.114995097314,,0.000360825301828,0.00244487591252,0.000796807396719,,0.000117702696305,0.000898018502369,0.0200174234087
mixing- 6 step,0.105758152648,0.00222546181327,0.0416090305073,,0.0535655945789,0.0593944524566,0.0817372623467,,0.0065916377923,0.0028041182431,0.0102857133682,,0.0560055066621,0.0417140013045,0.0552087821904,,0.00322591075721,0.000462040851988,0.00102060624447,,0.00134383557556,0.00143147385933,0.0141394425717
mixing- 7 step,0.0312389674689,0.00193514621514,0.0386740497766,,0.0660541405038,0.0448509161662,0.0569635963154,,0.011480130022,0.003908390349,0.00567985165095,,0.0280232781624,0.0920126490917,0.054609875573,,0.00139962696321,0.00205471627787,0.00132079946054,,0.00198357814985,0.000218293166924,0.00782272243235
mixing- 8 step,0.105759941141,0.0729175719535,0.0271973650042,,0.0568536466174,0.0787920661553,0.0140234361845,,0.000945892383097,0.0100517736456,0.00661459023898,,0.0363408820493,0.0118359982029,0.049228163707,,0.00231855965422,0.00209894245297,0.00150044612964,,2.12259436103E-05,0.00142829906612,0.00606671213334
mixing- 9 step,0.0929589789714,0.0560007685192,0.0282255926471,,0.0200489152248,0.0327205129939,0.000841098691911,,0.00446303612965,0.00501464804828,0.00245198824498,,0.0345539827202,0.0215735610161,0.0396615111487,,1.92072370091E-05,0.00398721948305,0.000355206281165,,0.000147880218363,0.00141601393331,0.00261343491583
mixing- 10 step,0.167477741868,0.0022174439294,0.0251368029586,,0.0719641991652,0.073947307623,0.0156729087882,,0.00499046970468,0.0162939361711,0.00382997458853,,0.0166763361031,0.0498186399976,0.0707486511895,,0.00147061136786,0.00100495172996,0.000589183353848,,0.000856353228103,0.00113914352878,0.00220832069169
mixing- 11 step,0.11779672015,0.0934316771704,0.0951249674624,,0.0581610268413,0.0908975866681,0.0536563704093,,0.0161726052152,0.0155570576294,1.2130556559E-05,,0.00656485301414,0.0433261753128,0.00797343417479,,0.00147160990623,0.00195008658342,0.000154628866148,,0.000808232098616,0.000122204000374,0.00378912516587
mixing- 12 step,0.205123127223,0.0268964988089,0.0179299903486,,0.025955100058,0.0327143165717,0.0222768668707,,0.000774149053534,0.00097897359454,0.00451745993329,,0.0274054485561,0.0968694928557,0.0115595166759,,0.000917867675183,0.00131369796834,0.00125557706873,,0.000440740703673,0.00115214667279,0.00371884523052
mixing- 13 step,0.167474239403,0.0770653962812,0.0716158411411,,0.0338549078061,0.0230154224488,0.00579958248994,,0.00136764342596,0.0188009138922,0.00292021190413,,0.0256185653179,0.0150910495051,0.00737357039151,,0.00142047778478,0.00286012270023,0.0013106129137,,0.000329793188865,0.000555228101127,0.00144327730361
mixing- 14 step,0.14302508551,0.0271606980633,0.0314760311904,,0.0706613644785,0.0424069948783,0.00741137576679,,0.00172333878414,0.000303002872576,0.00212685482462,,0.013104561322,0.0709038010142,0.00318763247704,,0.000635254629932,0.0031807378632,0.00232925588609,,0.000268062041266,0.00151180466325,0.00280665200679
mixing- 15 step,0.179891818303,0.093438929862,0.0415996559791,,0.113364974719,0.0836533581772,0.0883761912706,,0.00172233704778,0.0030566523584,0.0021012280078,,0.0834384742255,0.0199627240498,0.0141509227195,,0.000276958848979,0.00118100094592,0.00255322973479,,0.00031732137735,0.000677207244359,0.00271528130862
